lat,lon,id,distance,altitude,hr,cadence,time,rawTime
56.444093,12.927552,3092741860,8748.1,8.3,171,86,2020-02-12 07:06:19+00:00,2780
56.44394,12.927371,3092741860,8768.5,8.6,170,86,2020-02-12 07:06:26+00:00,2787
56.443782,12.927155,3092741860,8790.5,8.8,170,86,2020-02-12 07:06:33+00:00,2794
56.443637,12.926952,3092741860,8811.0,9.1,168,88,2020-02-12 07:06:40+00:00,2801
56.443482,12.926741,3092741860,8832.6,9.0,169,89,2020-02-12 07:06:47+00:00,2808
56.443371,12.926601,3092741860,8847.6,8.7,172,88,2020-02-12 07:06:52+00:00,2813
56.443228,12.926375,3092741860,8868.9,8.6,171,88,2020-02-12 07:06:59+00:00,2820
56.443089,12.926147,3092741860,8889.7,9.0,171,88,2020-02-12 07:07:06+00:00,2827
56.443045,12.926081,3092741860,8896.1,9.0,171,88,2020-02-12 07:07:08+00:00,2829
56.442902,12.925858,3092741860,8917.2,8.7,171,89,2020-02-12 07:07:15+00:00,2836
56.442765,12.925622,3092741860,8938.2,8.3,169,89,2020-02-12 07:07:22+00:00,2843
56.442623,12.925385,3092741860,8959.8,8.5,167,88,2020-02-12 07:07:29+00:00,2850
56.442486,12.925133,3092741860,8981.6,9.0,166,90,2020-02-12 07:07:36+00:00,2857
56.44234,12.924904,3092741860,9003.1,9.1,168,87,2020-02-12 07:07:43+00:00,2864
56.442202,12.92465,3092741860,9025.1,9.0,169,87,2020-02-12 07:07:50+00:00,2871
56.442137,12.924551,3092741860,9034.6,8.9,172,86,2020-02-12 07:07:53+00:00,2874
56.442001,12.9243,3092741860,9056.2,8.9,174,87,2020-02-12 07:08:00+00:00,2881
56.441861,12.924051,3092741860,9078.2,9.2,172,87,2020-02-12 07:08:07+00:00,2888
56.441776,12.92391,3092741860,9091.0,9.2,169,87,2020-02-12 07:08:11+00:00,2892
56.441643,12.923664,3092741860,9112.2,9.1,171,86,2020-02-12 07:08:18+00:00,2899
56.441504,12.923442,3092741860,9132.8,8.9,170,87,2020-02-12 07:08:25+00:00,2906
56.441361,12.923198,3092741860,9154.8,9.1,168,87,2020-02-12 07:08:32+00:00,2913
56.441211,12.922975,3092741860,9176.4,9.2,168,87,2020-02-12 07:08:39+00:00,2920
56.441063,12.922738,3092741860,9198.5,9.2,167,87,2020-02-12 07:08:46+00:00,2927
56.44092,12.922484,3092741860,9220.8,9.2,167,87,2020-02-12 07:08:53+00:00,2934
56.440762,12.922257,3092741860,9243.3,9.2,168,87,2020-02-12 07:09:00+00:00,2941
56.440612,12.922045,3092741860,9264.5,9.2,166,86,2020-02-12 07:09:07+00:00,2948
56.44046,12.92184,3092741860,9285.6,9.2,165,86,2020-02-12 07:09:14+00:00,2955
56.440317,12.921621,3092741860,9306.6,9.2,168,87,2020-02-12 07:09:21+00:00,2962
56.440215,12.921486,3092741860,9320.6,9.2,171,86,2020-02-12 07:09:26+00:00,2967
56.440068,12.921291,3092741860,9340.9,9.2,172,85,2020-02-12 07:09:33+00:00,2974
56.439975,12.921178,3092741860,9353.4,9.2,169,86,2020-02-12 07:09:37+00:00,2978
56.439825,12.920967,3092741860,9374.6,9.2,168,87,2020-02-12 07:09:44+00:00,2985
56.43966,12.920778,3092741860,9396.4,9.2,169,87,2020-02-12 07:09:51+00:00,2992
56.439508,12.920586,3092741860,9417.0,9.2,170,87,2020-02-12 07:09:58+00:00,2999
56.439363,12.920391,3092741860,9437.1,9.4,170,87,2020-02-12 07:10:05+00:00,3006
56.439208,12.92017,3092741860,9459.2,9.9,170,87,2020-02-12 07:10:13+00:00,3014
56.439053,12.919981,3092741860,9480.0,9.8,168,87,2020-02-12 07:10:20+00:00,3021
56.438996,12.919906,3092741860,9487.8,9.7,168,87,2020-02-12 07:10:23+00:00,3024
56.438982,12.919893,3092741860,9487.8,9.6,147,0,2020-02-12 07:11:22+00:00,3083
56.438917,12.919813,3092741860,9496.6,9.4,144,59,2020-02-12 07:11:27+00:00,3088
56.438792,12.919584,3092741860,9516.5,9.2,140,88,2020-02-12 07:11:33+00:00,3094
56.438698,12.919453,3092741860,9529.7,9.2,147,89,2020-02-12 07:11:37+00:00,3098
56.438672,12.919424,3092741860,9533.0,9.2,153,89,2020-02-12 07:11:38+00:00,3099
56.438646,12.9194,3092741860,9536.4,9.2,157,89,2020-02-12 07:11:39+00:00,3100
56.43862,12.91938,3092741860,9539.5,9.2,157,89,2020-02-12 07:11:40+00:00,3101
56.438456,12.919204,3092741860,9560.8,8.9,160,88,2020-02-12 07:11:47+00:00,3108
56.438332,12.919024,3092741860,9578.5,9.1,156,88,2020-02-12 07:11:53+00:00,3114
56.438311,12.918996,3092741860,9581.4,9.1,157,88,2020-02-12 07:11:54+00:00,3115
56.43825,12.918909,3092741860,9590.2,9.2,162,87,2020-02-12 07:11:57+00:00,3118
56.438191,12.918821,3092741860,9598.7,9.2,165,87,2020-02-12 07:12:00+00:00,3121
56.43815,12.918761,3092741860,9604.5,9.2,161,87,2020-02-12 07:12:02+00:00,3123
56.43803,12.918581,3092741860,9621.9,9.1,165,87,2020-02-12 07:12:08+00:00,3129
56.438008,12.918552,3092741860,9625.0,9.1,164,87,2020-02-12 07:12:09+00:00,3130
56.437962,12.918488,3092741860,9631.4,9.0,169,87,2020-02-12 07:12:11+00:00,3132
56.437882,12.918366,3092741860,9643.0,8.8,172,88,2020-02-12 07:12:15+00:00,3136
56.437789,12.918196,3092741860,9657.8,8.5,173,88,2020-02-12 07:12:20+00:00,3141
56.43777,12.918164,3092741860,9660.7,8.5,167,87,2020-02-12 07:12:21+00:00,3142
56.43775,12.91813,3092741860,9663.7,8.5,169,87,2020-02-12 07:12:22+00:00,3143
56.437611,12.917908,3092741860,9684.5,8.3,169,89,2020-02-12 07:12:29+00:00,3150
56.437521,12.917739,3092741860,9698.9,8.4,172,89,2020-02-12 07:12:34+00:00,3155
56.437391,12.917508,3092741860,9719.2,8.6,173,89,2020-02-12 07:12:41+00:00,3162
56.437267,12.917268,3092741860,9739.5,9.0,171,90,2020-02-12 07:12:48+00:00,3169
56.437173,12.917098,3092741860,9754.3,9.2,171,90,2020-02-12 07:12:53+00:00,3174
56.437152,12.917067,3092741860,9757.3,9.3,174,90,2020-02-12 07:12:54+00:00,3175
56.437076,12.91694,3092741860,9768.8,9.3,170,90,2020-02-12 07:12:58+00:00,3179
56.436939,12.916715,3092741860,9789.4,9.4,170,86,2020-02-12 07:13:05+00:00,3186
56.436806,12.916466,3092741860,9810.8,9.6,170,87,2020-02-12 07:13:12+00:00,3193
56.436669,12.916225,3092741860,9832.1,10.0,172,87,2020-02-12 07:13:19+00:00,3200
56.436609,12.916104,3092741860,9842.1,10.3,174,86,2020-02-12 07:13:23+00:00,3204
56.436626,12.916083,3092741860,9842.7,10.3,168,59,2020-02-12 07:13:52+00:00,3233
56.436615,12.916066,3092741860,9844.3,10.4,168,59,2020-02-12 07:13:53+00:00,3234
56.436522,12.915849,3092741860,9861.2,10.8,165,87,2020-02-12 07:13:59+00:00,3240
56.43643,12.91565,3092741860,9877.3,11.1,162,89,2020-02-12 07:14:04+00:00,3245
56.436318,12.915395,3092741860,9897.3,11.4,161,88,2020-02-12 07:14:10+00:00,3251
56.436201,12.915147,3092741860,9917.4,11.4,161,88,2020-02-12 07:14:16+00:00,3257
56.436146,12.915024,3092741860,9927.1,11.4,165,88,2020-02-12 07:14:19+00:00,3260
56.436105,12.914939,3092741860,9934.1,11.4,170,88,2020-02-12 07:14:21+00:00,3262
56.436085,12.914895,3092741860,9937.6,11.4,170,88,2020-02-12 07:14:22+00:00,3263
56.43603,12.914763,3092741860,9947.8,11.4,166,89,2020-02-12 07:14:25+00:00,3266
56.436011,12.914722,3092741860,9951.1,11.4,166,88,2020-02-12 07:14:26+00:00,3267
56.435941,12.914557,3092741860,9963.9,11.4,163,88,2020-02-12 07:14:30+00:00,3271
56.435906,12.914474,3092741860,9970.3,11.4,169,89,2020-02-12 07:14:32+00:00,3273
56.435888,12.914434,3092741860,9973.5,11.3,177,89,2020-02-12 07:14:33+00:00,3274
56.43585,12.91435,3092741860,9980.2,11.3,180,89,2020-02-12 07:14:35+00:00,3276
56.435736,12.914096,3092741860,10000.3,11.1,179,89,2020-02-12 07:14:41+00:00,3282
56.43561,12.913816,3092741860,10022.6,11.2,179,88,2020-02-12 07:14:48+00:00,3289
56.435559,12.913694,3092741860,10032.0,11.3,176,89,2020-02-12 07:14:51+00:00,3292
56.435509,12.913568,3092741860,10041.5,11.4,173,89,2020-02-12 07:14:54+00:00,3295
56.435399,12.913252,3092741860,10064.7,11.1,172,90,2020-02-12 07:15:01+00:00,3302
56.435284,12.912939,3092741860,10087.8,10.6,173,88,2020-02-12 07:15:08+00:00,3309
56.435175,12.91265,3092741860,10109.4,10.1,171,88,2020-02-12 07:15:15+00:00,3316
56.435068,12.912344,3092741860,10131.7,9.7,173,88,2020-02-12 07:15:22+00:00,3323
56.43497,12.912054,3092741860,10152.7,9.6,173,88,2020-02-12 07:15:29+00:00,3330
56.434866,12.91175,3092741860,10174.7,9.6,172,88,2020-02-12 07:15:36+00:00,3337
56.434774,12.911461,3092741860,10195.3,9.6,170,88,2020-02-12 07:15:43+00:00,3344
56.434698,12.911196,3092741860,10213.7,9.6,173,88,2020-02-12 07:15:49+00:00,3350
56.434657,12.911067,3092741860,10222.8,9.6,176,87,2020-02-12 07:15:52+00:00,3353
56.434558,12.910778,3092741860,10243.8,9.6,177,88,2020-02-12 07:15:59+00:00,3360
56.434449,12.910482,3092741860,10265.7,9.7,177,88,2020-02-12 07:16:06+00:00,3367
56.434335,12.910205,3092741860,10286.9,9.7,180,87,2020-02-12 07:16:13+00:00,3374
56.43429,12.910077,3092741860,10296.3,9.7,177,86,2020-02-12 07:16:16+00:00,3377
56.434175,12.909789,3092741860,10318.3,9.8,177,89,2020-02-12 07:16:23+00:00,3384
56.434069,12.909525,3092741860,10338.4,9.7,175,87,2020-02-12 07:16:29+00:00,3390
56.433956,12.90924,3092741860,10360.0,9.6,173,88,2020-02-12 07:16:36+00:00,3397
56.433851,12.908976,3092741860,10380.0,9.5,174,87,2020-02-12 07:16:43+00:00,3404
56.433743,12.908707,3092741860,10400.5,9.5,173,88,2020-02-12 07:16:50+00:00,3411
56.433643,12.908442,3092741860,10420.4,9.1,170,87,2020-02-12 07:16:57+00:00,3418
56.433614,12.908331,3092741860,10427.9,9.0,171,86,2020-02-12 07:17:00+00:00,3421
56.433607,12.908261,3092741860,10428.1,8.9,155,59,2020-02-12 07:17:42+00:00,3463
56.433602,12.908244,3092741860,10429.3,8.8,155,59,2020-02-12 07:17:43+00:00,3464
56.433523,12.908047,3092741860,10444.3,8.8,152,59,2020-02-12 07:17:48+00:00,3469
56.433462,12.907915,3092741860,10454.9,8.7,148,89,2020-02-12 07:17:51+00:00,3472
56.433439,12.907876,3092741860,10458.5,8.7,154,89,2020-02-12 07:17:52+00:00,3473
56.433396,12.907796,3092741860,10465.3,9.1,160,89,2020-02-12 07:17:54+00:00,3475
56.433376,12.907758,3092741860,10468.5,9.2,160,90,2020-02-12 07:17:55+00:00,3476
56.433296,12.907599,3092741860,10481.8,9.4,164,91,2020-02-12 07:17:59+00:00,3480
56.433279,12.907555,3092741860,10485.1,9.5,160,91,2020-02-12 07:18:00+00:00,3481
56.433261,12.907512,3092741860,10488.4,9.5,164,91,2020-02-12 07:18:01+00:00,3482
56.433244,12.907471,3092741860,10491.6,9.6,167,91,2020-02-12 07:18:02+00:00,3483
56.433208,12.907387,3092741860,10498.2,9.7,164,91,2020-02-12 07:18:04+00:00,3485
56.433097,12.90713,3092741860,10518.3,9.8,167,90,2020-02-12 07:18:10+00:00,3491
56.433059,12.907051,3092741860,10524.7,9.8,172,90,2020-02-12 07:18:12+00:00,3493
56.433039,12.907013,3092741860,10528.0,9.7,172,90,2020-02-12 07:18:13+00:00,3494
56.433,12.906933,3092741860,10534.5,9.7,169,90,2020-02-12 07:18:15+00:00,3496
56.432965,12.906849,3092741860,10541.0,9.6,173,90,2020-02-12 07:18:17+00:00,3498
56.432948,12.906803,3092741860,10544.4,9.6,169,90,2020-02-12 07:18:18+00:00,3499
56.432881,12.906613,3092741860,10558.3,9.2,164,89,2020-02-12 07:18:22+00:00,3503
56.432834,12.906468,3092741860,10568.7,8.9,167,89,2020-02-12 07:18:25+00:00,3506
56.432716,12.906213,3092741860,10589.2,8.5,165,88,2020-02-12 07:18:31+00:00,3512
56.432573,12.905968,3092741860,10611.2,8.2,168,88,2020-02-12 07:18:38+00:00,3519
56.432445,12.905787,3092741860,10629.4,8.0,164,87,2020-02-12 07:18:44+00:00,3525
56.432296,12.905576,3092741860,10650.5,7.7,164,86,2020-02-12 07:18:51+00:00,3532
56.432155,12.905326,3092741860,10672.5,7.9,165,86,2020-02-12 07:18:58+00:00,3539
56.43204,12.905038,3092741860,10694.3,8.2,167,86,2020-02-12 07:19:05+00:00,3546
56.431943,12.904715,3092741860,10716.9,8.4,166,86,2020-02-12 07:19:12+00:00,3553
56.431818,12.904429,3092741860,10739.3,8.5,165,87,2020-02-12 07:19:19+00:00,3560
56.431697,12.904148,3092741860,10761.4,8.6,165,88,2020-02-12 07:19:26+00:00,3567
56.431585,12.903855,3092741860,10783.3,8.6,164,87,2020-02-12 07:19:33+00:00,3574
56.431458,12.903591,3092741860,10804.9,8.6,166,88,2020-02-12 07:19:40+00:00,3581
56.43141,12.903474,3092741860,10813.8,8.7,169,59,2020-02-12 07:19:43+00:00,3584
56.431285,12.903204,3092741860,10835.6,9.0,168,88,2020-02-12 07:19:50+00:00,3591
56.431162,12.902932,3092741860,10857.3,9.4,167,88,2020-02-12 07:19:57+00:00,3598
56.431029,12.90268,3092741860,10878.7,9.4,170,87,2020-02-12 07:20:04+00:00,3605
56.430889,12.902433,3092741860,10900.5,9.0,169,86,2020-02-12 07:20:11+00:00,3612
56.430747,12.902172,3092741860,10923.0,8.6,171,87,2020-02-12 07:20:18+00:00,3619
56.430624,12.901907,3092741860,10944.4,8.1,170,87,2020-02-12 07:20:25+00:00,3626
56.430542,12.901726,3092741860,10958.8,7.8,167,87,2020-02-12 07:20:30+00:00,3631
56.430424,12.901478,3092741860,10978.9,7.3,168,86,2020-02-12 07:20:37+00:00,3638
56.430333,12.901251,3092741860,10996.2,7.0,166,87,2020-02-12 07:20:43+00:00,3644
56.430217,12.900985,3092741860,11017.0,7.0,169,86,2020-02-12 07:20:50+00:00,3651
56.43011,12.900717,3092741860,11037.4,7.6,168,88,2020-02-12 07:20:57+00:00,3658
56.429999,12.900454,3092741860,11057.7,8.2,171,87,2020-02-12 07:21:04+00:00,3665
56.4299,12.900219,3092741860,11076.0,8.4,168,87,2020-02-12 07:21:10+00:00,3671
56.429781,12.899954,3092741860,11097.0,8.5,168,87,2020-02-12 07:21:17+00:00,3678
56.429663,12.89968,3092741860,11118.4,8.4,168,88,2020-02-12 07:21:24+00:00,3685
56.429549,12.899408,3092741860,11139.5,8.4,167,89,2020-02-12 07:21:31+00:00,3692
56.429426,12.899132,3092741860,11161.4,8.4,167,87,2020-02-12 07:21:38+00:00,3699
56.4293,12.898841,3092741860,11184.2,8.3,166,88,2020-02-12 07:21:45+00:00,3706
56.429192,12.898576,3092741860,11204.5,7.9,164,88,2020-02-12 07:21:51+00:00,3712
56.429074,12.898275,3092741860,11227.3,7.5,165,88,2020-02-12 07:21:58+00:00,3719
56.428965,12.897973,3092741860,11249.6,7.4,164,87,2020-02-12 07:22:05+00:00,3726
56.428876,12.897728,3092741860,11267.6,7.4,164,87,2020-02-12 07:22:11+00:00,3732
56.42877,12.897443,3092741860,11288.8,7.4,165,89,2020-02-12 07:22:18+00:00,3739
56.428678,12.897151,3092741860,11309.5,7.3,167,89,2020-02-12 07:22:25+00:00,3746
56.428663,12.89711,3092741860,11312.5,7.3,171,89,2020-02-12 07:22:26+00:00,3747
56.42865,12.897069,3092741860,11315.5,7.3,174,89,2020-02-12 07:22:27+00:00,3748
56.428558,12.896819,3092741860,11334.0,7.3,177,87,2020-02-12 07:22:33+00:00,3754
56.428543,12.896774,3092741860,11337.2,7.3,177,87,2020-02-12 07:22:34+00:00,3755
56.428513,12.89669,3092741860,11343.4,7.3,180,88,2020-02-12 07:22:36+00:00,3757
56.428482,12.896611,3092741860,11349.4,7.3,177,87,2020-02-12 07:22:38+00:00,3759
56.428404,12.896399,3092741860,11365.0,7.3,174,87,2020-02-12 07:22:43+00:00,3764
56.42829,12.896118,3092741860,11386.6,7.3,174,86,2020-02-12 07:22:50+00:00,3771
56.428193,12.895826,3092741860,11407.6,7.3,173,87,2020-02-12 07:22:57+00:00,3778
56.428111,12.895509,3092741860,11429.2,7.7,170,87,2020-02-12 07:23:04+00:00,3785
56.428036,12.895188,3092741860,11450.7,7.7,172,88,2020-02-12 07:23:11+00:00,3792
56.427988,12.894956,3092741860,11466.0,7.2,175,88,2020-02-12 07:23:16+00:00,3797
56.427925,12.894639,3092741860,11486.7,7.0,173,86,2020-02-12 07:23:23+00:00,3804
56.427856,12.894323,3092741860,11507.6,7.1,172,87,2020-02-12 07:23:30+00:00,3811
56.427791,12.894019,3092741860,11527.8,7.0,175,87,2020-02-12 07:23:38+00:00,3819
56.427808,12.894022,3092741860,11527.8,7.0,172,0,2020-02-12 07:23:54+00:00,3835
56.427756,12.89375,3092741860,11545.6,6.9,175,89,2020-02-12 07:24:01+00:00,3842
56.427676,12.893409,3092741860,11568.4,6.9,178,89,2020-02-12 07:24:08+00:00,3849
56.427607,12.893088,3092741860,11589.6,7.2,177,88,2020-02-12 07:24:15+00:00,3856
56.427543,12.892814,3092741860,11608.0,7.6,174,88,2020-02-12 07:24:21+00:00,3862
56.427463,12.892505,3092741860,11629.1,8.1,175,88,2020-02-12 07:24:28+00:00,3869
56.427381,12.892181,3092741860,11651.0,8.6,174,86,2020-02-12 07:24:36+00:00,3877
56.4273,12.891875,3092741860,11671.9,8.8,173,86,2020-02-12 07:24:44+00:00,3885
56.427208,12.891571,3092741860,11693.3,8.8,171,86,2020-02-12 07:24:52+00:00,3893
56.427134,12.891354,3092741860,11709.0,8.8,173,87,2020-02-12 07:24:58+00:00,3899
56.427,12.891091,3092741860,11731.0,8.8,171,87,2020-02-12 07:25:06+00:00,3907
56.426857,12.890859,3092741860,11752.5,8.8,172,87,2020-02-12 07:25:13+00:00,3914
56.426721,12.890624,3092741860,11773.5,8.8,173,86,2020-02-12 07:25:20+00:00,3921
56.426611,12.890312,3092741860,11796.4,8.8,174,86,2020-02-12 07:25:28+00:00,3929
56.426499,12.890005,3092741860,11819.2,8.8,171,87,2020-02-12 07:25:36+00:00,3937
56.426502,12.889742,3092741860,11835.4,8.9,174,87,2020-02-12 07:25:41+00:00,3942
56.426519,12.889401,3092741860,11856.6,8.9,173,88,2020-02-12 07:25:48+00:00,3949
56.426534,12.889059,3092741860,11877.7,8.9,174,89,2020-02-12 07:25:55+00:00,3956
56.426547,12.888713,3092741860,11899.0,8.9,173,87,2020-02-12 07:26:02+00:00,3963
56.426553,12.888372,3092741860,11920.0,8.9,176,88,2020-02-12 07:26:09+00:00,3970
56.426572,12.888029,3092741860,11941.2,8.9,177,89,2020-02-12 07:26:16+00:00,3977
56.42659,12.887786,3092741860,11956.4,8.9,174,89,2020-02-12 07:26:21+00:00,3982
56.426599,12.887592,3092741860,11968.4,9.0,171,88,2020-02-12 07:26:25+00:00,3986
56.426636,12.887251,3092741860,11989.8,9.2,173,89,2020-02-12 07:26:32+00:00,3993
56.426645,12.887206,3092741860,11992.7,9.2,174,89,2020-02-12 07:26:34+00:00,3995
56.42666,12.887206,3092741860,11992.7,9.3,173,59,2020-02-12 07:26:44+00:00,4005
56.426685,12.886879,3092741860,12013.1,9.7,173,88,2020-02-12 07:26:53+00:00,4014
56.426699,12.886537,3092741860,12034.2,9.9,171,89,2020-02-12 07:27:01+00:00,4022
56.426708,12.886252,3092741860,12051.8,10.0,168,90,2020-02-12 07:27:07+00:00,4028
56.426715,12.886105,3092741860,12060.8,10.0,165,89,2020-02-12 07:27:10+00:00,4031
56.426726,12.885958,3092741860,12070.0,10.0,168,89,2020-02-12 07:27:13+00:00,4034
56.426744,12.885654,3092741860,12088.9,10.0,173,89,2020-02-12 07:27:19+00:00,4040
56.426749,12.885603,3092741860,12092.1,10.0,176,89,2020-02-12 07:27:20+00:00,4041
56.426756,12.885503,3092741860,12098.3,10.0,179,89,2020-02-12 07:27:22+00:00,4043
56.426767,12.885168,3092741860,12119.0,10.0,179,86,2020-02-12 07:27:28+00:00,4049
56.426784,12.884837,3092741860,12139.5,10.0,179,88,2020-02-12 07:27:34+00:00,4055
56.426795,12.884485,3092741860,12161.2,10.1,178,88,2020-02-12 07:27:41+00:00,4062
56.426814,12.884146,3092741860,12182.3,10.0,177,86,2020-02-12 07:27:48+00:00,4069
56.426832,12.883896,3092741860,12197.9,9.6,174,87,2020-02-12 07:27:53+00:00,4074
56.426836,12.883556,3092741860,12219.0,9.4,172,87,2020-02-12 07:28:00+00:00,4081
56.426819,12.883316,3092741860,12233.9,9.4,175,87,2020-02-12 07:28:05+00:00,4086
56.426817,12.882963,3092741860,12255.7,9.4,176,87,2020-02-12 07:28:12+00:00,4093
56.426823,12.882724,3092741860,12270.5,9.6,173,88,2020-02-12 07:28:17+00:00,4098
56.426828,12.882371,3092741860,12292.3,10.0,175,88,2020-02-12 07:28:24+00:00,4105
56.426838,12.882008,3092741860,12314.7,10.3,176,88,2020-02-12 07:28:31+00:00,4112
56.42685,12.881708,3092741860,12333.2,10.4,173,88,2020-02-12 07:28:37+00:00,4118
56.426861,12.881383,3092741860,12353.3,10.5,175,88,2020-02-12 07:28:43+00:00,4124
56.426861,12.881018,3092741860,12375.9,11.0,175,88,2020-02-12 07:28:50+00:00,4131
56.426862,12.880801,3092741860,12389.3,11.3,178,88,2020-02-12 07:28:54+00:00,4135
56.42686,12.880534,3092741860,12405.7,11.6,175,88,2020-02-12 07:28:59+00:00,4140
56.426855,12.880381,3092741860,12415.2,11.9,172,87,2020-02-12 07:29:02+00:00,4143
56.426869,12.880013,3092741860,12437.9,12.3,174,88,2020-02-12 07:29:09+00:00,4150
56.426879,12.879825,3092741860,12449.7,12.4,175,88,2020-02-12 07:29:14+00:00,4155
56.426896,12.879847,3092741860,12449.7,12.4,173,0,2020-02-12 07:29:45+00:00,4186
56.426908,12.879612,3092741860,12464.3,12.5,170,0,2020-02-12 07:29:52+00:00,4193
56.426918,12.879347,3092741860,12480.7,12.7,167,86,2020-02-12 07:29:57+00:00,4198
56.426926,12.879038,3092741860,12499.7,12.8,163,88,2020-02-12 07:30:03+00:00,4204
56.426927,12.87899,3092741860,12502.7,12.7,160,89,2020-02-12 07:30:04+00:00,4205
56.426931,12.878719,3092741860,12519.5,12.6,166,89,2020-02-12 07:30:09+00:00,4210
56.426927,12.878665,3092741860,12522.8,12.6,166,89,2020-02-12 07:30:10+00:00,4211
56.426926,12.878617,3092741860,12525.7,12.6,170,87,2020-02-12 07:30:11+00:00,4212
56.426924,12.878464,3092741860,12535.2,12.7,166,87,2020-02-12 07:30:14+00:00,4215
56.426923,12.878156,3092741860,12554.2,13.0,169,87,2020-02-12 07:30:20+00:00,4221
56.426924,12.8781,3092741860,12557.6,13.0,174,88,2020-02-12 07:30:21+00:00,4222
56.426924,12.878049,3092741860,12560.8,13.1,181,88,2020-02-12 07:30:22+00:00,4223
56.426921,12.877844,3092741860,12573.4,13.2,173,88,2020-02-12 07:30:26+00:00,4227
56.426922,12.877792,3092741860,12576.7,13.2,168,88,2020-02-12 07:30:27+00:00,4228
56.426925,12.877742,3092741860,12579.8,13.1,168,88,2020-02-12 07:30:28+00:00,4229
56.426926,12.877588,3092741860,12589.2,13.0,171,87,2020-02-12 07:30:31+00:00,4232
56.42695,12.877257,3092741860,12610.0,12.5,172,85,2020-02-12 07:30:37+00:00,4238
56.426922,12.876935,3092741860,12630.5,12.4,171,88,2020-02-12 07:30:43+00:00,4244
56.426901,12.876777,3092741860,12640.5,12.4,177,89,2020-02-12 07:30:46+00:00,4247
56.426895,12.876729,3092741860,12643.5,12.4,181,88,2020-02-12 07:30:47+00:00,4248
56.426895,12.876682,3092741860,12646.4,12.4,181,88,2020-02-12 07:30:48+00:00,4249
56.426899,12.876531,3092741860,12655.7,12.4,178,88,2020-02-12 07:30:51+00:00,4252
56.42691,12.876423,3092741860,12662.5,12.4,175,89,2020-02-12 07:30:53+00:00,4254
56.426925,12.876257,3092741860,12672.9,12.4,172,89,2020-02-12 07:30:56+00:00,4257
56.426915,12.87592,3092741860,12694.0,12.7,172,88,2020-02-12 07:31:03+00:00,4264
56.426946,12.875578,3092741860,12715.6,13.1,172,84,2020-02-12 07:31:10+00:00,4271
56.426889,12.875268,3092741860,12736.5,13.2,171,87,2020-02-12 07:31:18+00:00,4279
56.426879,12.875256,3092741860,12737.9,13.2,172,87,2020-02-12 07:31:19+00:00,4280
56.42686,12.875188,3092741860,12742.7,13.1,172,87,2020-02-12 07:31:21+00:00,4282
56.426873,12.874831,3092741860,12764.8,12.6,174,88,2020-02-12 07:31:27+00:00,4288
56.42691,12.874499,3092741860,12785.6,12.3,173,88,2020-02-12 07:31:33+00:00,4294
56.42694,12.874158,3092741860,12806.9,12.2,171,86,2020-02-12 07:31:39+00:00,4300
56.426969,12.873836,3092741860,12827.0,12.2,171,87,2020-02-12 07:31:45+00:00,4306
56.426998,12.873475,3092741860,12849.5,12.2,171,87,2020-02-12 07:31:52+00:00,4313
56.427041,12.873128,3092741860,12871.4,12.2,172,88,2020-02-12 07:31:59+00:00,4320
56.427045,12.873072,3092741860,12874.9,12.2,172,88,2020-02-12 07:32:00+00:00,4321
56.427069,12.872732,3092741860,12896.1,11.6,170,89,2020-02-12 07:32:07+00:00,4328
56.427116,12.872414,3092741860,12916.4,11.4,173,90,2020-02-12 07:32:14+00:00,4335
56.427136,12.872207,3092741860,12929.3,11.7,176,89,2020-02-12 07:32:18+00:00,4339
56.427173,12.871867,3092741860,12950.6,12.1,174,85,2020-02-12 07:32:26+00:00,4347
56.427189,12.87154,3092741860,12970.8,12.2,175,87,2020-02-12 07:32:33+00:00,4354
56.427192,12.871203,3092741860,12991.7,12.3,174,86,2020-02-12 07:32:40+00:00,4361
56.427176,12.871036,3092741860,13002.1,12.3,174,88,2020-02-12 07:32:44+00:00,4365
56.427177,12.871029,3092741860,13002.1,12.3,171,0,2020-02-12 07:32:55+00:00,4376
56.42717,12.870786,3092741860,13017.3,12.5,174,88,2020-02-12 07:33:02+00:00,4383
56.427178,12.870456,3092741860,13037.6,13.1,175,89,2020-02-12 07:33:09+00:00,4390
56.427166,12.870131,3092741860,13057.7,13.4,173,88,2020-02-12 07:33:15+00:00,4396
56.427144,12.869787,3092741860,13079.1,13.9,172,88,2020-02-12 07:33:22+00:00,4403
56.427104,12.869455,3092741860,13100.0,14.3,171,88,2020-02-12 07:33:29+00:00,4410
56.427049,12.869101,3092741860,13122.6,14.8,170,87,2020-02-12 07:33:37+00:00,4418
56.427016,12.868813,3092741860,13140.8,15.1,173,87,2020-02-12 07:33:43+00:00,4424
56.426958,12.868479,3092741860,13162.4,15.2,173,86,2020-02-12 07:33:50+00:00,4431
56.426916,12.868302,3092741860,13174.1,15.3,170,86,2020-02-12 07:33:54+00:00,4435
56.426891,12.868062,3092741860,13189.2,15.4,173,87,2020-02-12 07:33:59+00:00,4440
56.426869,12.867705,3092741860,13212.2,15.3,172,85,2020-02-12 07:34:07+00:00,4448
56.426838,12.867367,3092741860,13233.3,15.2,172,87,2020-02-12 07:34:14+00:00,4455
56.426825,12.867152,3092741860,13246.6,15.1,169,87,2020-02-12 07:34:18+00:00,4459
56.426799,12.866785,3092741860,13269.3,15.3,168,87,2020-02-12 07:34:25+00:00,4466
